altitude,co,co_aux,co_working,gas_temp,gps_fix,heading,humidity,latitude,lonet_bat,longitude,no2,no2_aux,no2_working,pm1,pm10,pm2_5,w_pm1,w_pm10,w_pm2_5,sample_flow_rate,sampling_period,speed,temp,date,retries,timestamp,id,last_organicity_sync
39.4,1420.0306,357.7,589.7,261.5,1,105.2,47.1,51.52272,93,-0.154677,534.84784,393.2,418.9,1.148,30.627,17.167,0,0,0,0.592,40.667,0.02,7.6,20170117190523,0,2017-01-17 19:05:32.260801+00,1,
37.4,1272.803,357.7,560.7,258.2,1,131.3,47,51.522659,87,-0.154788,534.84784,399.6,418.9,1.148,32.018,16.828,0,0,0,0.592,40.026,0.02,7.8,20170117190443,0,2017-01-17 19:04:51.021513+00,1,
48.5,1485.4656,351.3,602.6,261.5,1,166.4,47.2,51.522743,86,-0.154887,506.57895,399.6,412.5,1.092,33.627,18.444,0,0,0,0.592,40.607,0.04,7.7,20170117190403,0,2017-01-17 19:04:11.187+00,1,
42,1240.0857,357.7,554.3,258.2,1,219.2,47,51.522724,85,-0.154728,506.57895,393.2,412.5,1.223,27.905,16.633,0,0,0,0.592,39.727,0.11,7.6,20170117190322,0,2017-01-17 19:03:31.595193+00,1,
35.4,863.8363,341.6,480.2,258.2,1,35,47.1,51.522686,86,-0.154715,492.44449,393.2,409.3,14.646,55.685,38.456,0,0,0,0.585,38.881,0.04,7.7,20170117190242,0,2017-01-17 19:02:50.641257+00,1,
33.8,831.11914,357.7,473.7,261.5,1,324.7,47.2,51.522568,89,-0.154665,534.84784,396.4,418.9,1.006,33.103,17.851,0,0,0,0.627,38.947,0.07,7.7,20170117190203,0,2017-01-17 19:02:11.343674+00,1,
30.8,1158.2924,344.8,538.2,258.2,1,318.1,47.2,51.522575,88,-0.15465,492.44449,393.2,409.3,1.101,26.024,15.448,0,0,0,0.627,40.415,0.04,7.6,20170117190124,0,2017-01-17 19:01:32.053394+00,1,
36.6,1534.5416,364.2,612.3,258.2,1,59.2,47,51.522583,95,-0.154683,506.57895,396.4,412.5,1.039,22.053,12.04,0,0,0,0.613,39.132,0.06,7.7,20170117190044,0,2017-01-17 19:00:51.981033+00,1,
34.3,1370.955,364.2,580.1,258.2,1,14.6,46.6,51.522591,88,-0.154697,520.71326,396.4,415.7,1.125,32.165,18.131,0,0,0,0.613,39.336,0.04,7.8,20170117190005,0,2017-01-17 19:00:12.412188+00,1,
40.6,2352.4746,357.7,773.4,258.2,1,33.5,46.5,51.522621,86,-0.154745,534.84784,396.4,418.9,1.039,29.718,16.898,0,0,0,0.613,41.673,0.02,7.8,20170117185925,0,2017-01-17 18:59:32.913302+00,1,
42.6,912.91248,351.3,489.8,258.2,1,321,46.7,51.522659,86,-0.154765,619.6546,399.6,438.3,1.106,30.533,16.024,0,0,0,0.613,39.907,0.04,7.8,20170117185843,0,2017-01-17 18:58:54.272001+00,1,
43.3,1141.9337,344.8,535,258.2,1,76.5,46.8,51.522629,86,-0.15475,534.84784,399.6,418.9,1.415,40.426,19.926,0,0,0,0.613,38.927,0.04,7.7,20170117185803,0,2017-01-17 18:58:11.815598+00,1,
43.6,1174.6508,344.8,541.4,258.2,1,310.8,47.2,51.522591,85,-0.154737,492.44449,393.2,409.3,1.078,26.795,14.591,0,0,0,0.613,41.364,0.06,7.6,20170117185724,0,2017-01-17 18:57:32.267527+00,1,
49.4,896.55377,341.6,486.6,258.2,1,49.3,47.3,51.522652,89,-0.154715,478.31003,396.4,406.1,1.08,47.885,18.896,0,0,0,0.613,40.348,0.02,7.5,20170117185643,0,2017-01-17 18:56:53.005408+00,1,
47,1043.7817,351.3,515.6,258.2,1,143.2,47.3,51.52261,89,-0.154668,492.44449,396.4,409.3,5.943,37.802,24.885,0,0,0,0.609,40.584,0.06,7.4,20170117185603,0,2017-01-17 18:56:12.008+00,1,
48,978.34711,357.7,502.7,255,1,62.4,47.2,51.522591,92,-0.15467,506.57895,393.2,412.5,1.099,33.024,15.481,0,0,0,0.698,38.987,0,7.6,20170117185522,0,2017-01-17 18:55:30.565353+00,1,
50.4,1256.4441,348,557.5,258.2,1,125.9,47.2,51.522629,93,-0.15461,506.57895,396.4,412.5,1.029,31.28,13.189,0,0,0,0.692,40.124,0.02,7.6,20170117185443,0,2017-01-17 18:54:50.450197+00,1,
50.9,978.34711,357.7,502.7,258.2,1,134.5,46.7,51.522591,85,-0.154663,506.57895,396.4,412.5,1.14,32.988,16.341,0,0,0,0.683,39.863,0.06,7.6,20170117185403,0,2017-01-17 18:54:11.541948+00,1,
53.6,1125.5751,360.9,531.7,258.2,1,300.8,46.3,51.522652,91,-0.154722,506.57895,396.4,412.5,1.081,29.72,14.117,0,0,0,0.689,38.76,0.06,7.8,20170117185323,0,2017-01-17 18:53:31.704639+00,1,
58.2,1125.5751,351.3,531.7,258.2,1,326,46.5,51.52264,86,-0.154758,506.57895,399.6,412.5,1.409,33.121,13.561,0,0,0,0.689,40.273,0.07,7.8,20170117185244,0,2017-01-17 18:52:51.827595+00,1,
58.2,1305.5204,348,567.2,261.5,1,166.2,46.6,51.522636,95,-0.154753,506.57895,396.4,412.5,1.365,38.551,18.681,0,0,0,0.678,40.216,0,7.7,20170117185204,0,2017-01-17 18:52:13.044439+00,1,
61.3,1387.3136,341.6,583.3,261.5,1,29.3,46.7,51.522709,95,-0.154767,506.57895,396.4,412.5,2.576,31.444,16.797,0,0,0,0.629,40.652,0.06,7.7,20170117185123,0,2017-01-17 18:51:32.435824+00,1,
65.1,880.19513,351.3,483.4,258.2,1,103.3,46.4,51.522644,86,-0.154762,492.44449,393.2,409.3,1.608,27.644,15.043,0,0,0,0.671,38.607,0.04,7.6,20170117185043,0,2017-01-17 18:50:51.402818+00,1,
65.9,1207.3684,351.3,547.9,261.5,1,71.3,46.4,51.522663,93,-0.15476,492.44449,393.2,409.3,6.146,26.477,18.626,0,0,0,0.682,39.002,0,7.7,20170117185004,0,2017-01-17 18:50:11.773446+00,1,
72.1,1109.2164,354.5,528.5,261.5,1,51.7,46.3,51.522705,86,-0.15479,506.57895,396.4,412.5,0.758,21.53,11.131,0,0,0,0.96,40.528,0.02,7.7,20170117184925,0,2017-01-17 18:49:32.401613+00,1,
75.2,1125.5751,344.8,531.7,261.5,1,73.4,46.2,51.522694,94,-0.15482,534.84784,399.6,418.9,0.776,18.361,9.57,0,0,0,0.901,39.382,0.09,7.7,20170117184844,0,2017-01-17 18:48:53.490074+00,1,
75.8,1043.7817,351.3,515.6,258.2,1,182.9,46.2,51.522705,86,-0.154812,492.44449,396.4,409.3,1.108,32.263,15.523,0,0,0,0.802,39.81,0.02,7.8,20170117184805,0,2017-01-17 18:48:13.51803+00,1,
75.8,667.53253,348,441.5,258.2,1,34.4,46.3,51.522697,87,-0.15481,506.57895,393.2,412.5,1.076,41.324,14.078,0,0,0,0.768,39.52,0.04,7.8,20170117184725,0,2017-01-17 18:47:34.065853+00,1,
75.9,847.47778,348,477,258.2,1,112,46,51.522705,91,-0.154813,506.57895,396.4,412.5,0.975,28.257,13.126,0,0,0,0.774,39.631,0.07,7.8,20170117184646,0,2017-01-17 18:46:54.297478+00,1,
75.2,732.96716,360.9,454.4,258.2,1,156.8,45.6,51.522713,87,-0.15481,520.71326,396.4,415.7,1.079,31.128,15.572,0,0,0,0.751,39.064,0.09,7.8,20170117184606,0,2017-01-17 18:46:14.721482+00,1,
70.3,814.7605,357.7,470.5,261.5,1,76.2,45.5,51.522766,93,-0.15473,478.31003,396.4,406.1,1.035,27.33,15.407,0,0,0,0.751,41.661,0.04,8.1,20170117184527,0,2017-01-17 18:45:35.073433+00,1,
70.6,814.7605,351.3,470.5,258.2,1,190.8,45.3,51.522793,93,-0.154773,506.57895,396.4,412.5,1.596,43.4,17.014,0,0,0,0.751,39.363,0.04,8,20170117184445,0,2017-01-17 18:44:53.600122+00,1,
73.8,782.04303,351.3,464.1,258.2,1,160.6,45.4,51.522812,86,-0.154837,492.44449,393.2,409.3,0.878,22.245,12.504,0,0,0,0.752,40.467,0.02,8,20170117184406,0,2017-01-17 18:44:13.86534+00,1,
75.4,945.62964,351.3,496.3,261.5,1,349.6,45.6,51.522724,95,-0.154888,506.57895,396.4,412.5,1.126,30.889,14.442,0,0,0,0.732,40.446,0.07,8.1,20170117184325,0,2017-01-17 18:43:33.36985+00,1,
74.7,896.55377,344.8,486.6,255,1,254.4,45.7,51.522743,86,-0.154872,478.31003,396.4,406.1,0.658,29.945,11.144,0,0,0,0.797,41.247,0.02,8,20170117184245,0,2017-01-17 18:42:53.250616+00,1,
75.5,945.62964,341.6,496.3,258.2,1,74.4,45.6,51.522743,89,-0.15489,506.57895,396.4,412.5,1.183,31.609,14.179,0,0,0,0.739,38.425,0.07,7.9,20170117184203,0,2017-01-17 18:42:13.587356+00,1,
77.6,863.8363,351.3,480.2,258.2,1,355.6,46,51.522747,89,-0.154913,478.31003,393.2,406.1,1.253,28.219,14.083,0,0,0,0.674,44.267,0.04,8,20170117184125,0,2017-01-17 18:41:32.179046+00,1,
77.7,1092.8574,344.8,525.3,261.5,1,98.8,46.1,51.522747,87,-0.154915,506.57895,396.4,412.5,1.55,47.799,17.465,0,0,0,0.652,38.525,0.02,7.9,20170117184041,0,2017-01-17 18:40:51.028907+00,1,
74.3,1779.9215,357.7,660.6,258.2,1,225.4,46,51.522812,86,-0.15494,534.84784,399.6,418.9,2.53,43.515,22.158,0,0,0,0.573,42.957,0.06,8,20170117184002,0,2017-01-17 18:40:09.183088+00,1,
74.1,1534.5416,354.5,612.3,261.5,1,62.3,46,51.522842,89,-0.155,548.9823,396.4,422.2,4.68,43.327,23.717,0,0,0,0.601,40.129,0.02,7.9,20170117183919,0,2017-01-17 18:39:30.330041+00,1,
77.4,1043.7817,348,515.6,258.2,1,279.1,46.1,51.522842,85,-0.154985,520.71326,396.4,415.7,0.757,32.542,12.553,0,0,0,0.703,43.709,0.02,7.9,20170117183839,0,2017-01-17 18:38:47.658977+00,1,
71.3,1092.8574,348,525.3,261.5,1,311.5,46,51.522854,93,-0.15497,492.44449,393.2,409.3,1.405,38.989,17.089,0,0,0,0.703,39.481,0.06,7.8,20170117183755,0,2017-01-17 18:38:06.954381+00,1,
67.3,1534.5416,351.3,612.3,258.2,1,254.8,45.5,51.522808,86,-0.154937,520.71326,396.4,415.7,1.379,52.559,18.266,0,0,0,0.662,40.646,0.04,7.8,20170117183715,0,2017-01-17 18:37:23.349193+00,1,
66.4,945.62964,357.7,496.3,258.2,1,108.3,45.1,51.522888,86,-0.154917,520.71326,396.4,415.7,18.824,60.081,41.824,0,0,0,0.607,40.368,0.06,7.8,20170117183635,0,2017-01-17 18:36:42.148185+00,1,
66.5,1125.5751,357.7,531.7,258.2,1,184.9,44.8,51.522888,88,-0.154918,520.71326,402.8,415.7,1.078,29.82,13.844,0,0,0,0.735,39.943,0.02,8,20170117183554,0,2017-01-17 18:36:03.417656+00,1,
66.2,1420.0306,360.9,589.7,261.5,1,332.8,44.9,51.5229,88,-0.154907,506.57895,399.6,412.5,1.295,28.08,14.753,0,0,0,0.695,39.707,0.02,8.1,20170117183514,0,2017-01-17 18:35:22.897689+00,1,
66.3,1076.499,357.7,522.1,258.2,1,177.5,44.6,51.5229,86,-0.154905,506.57895,393.2,412.5,1.114,50.788,16.566,0,0,0,0.714,40.463,0.06,8.3,20170117183435,0,2017-01-17 18:34:43.267754+00,1,
61.4,1092.8574,348,525.3,261.5,1,93.9,44.1,51.522865,88,-0.154823,492.44449,396.4,409.3,1.008,33.845,16.913,0,0,0,0.639,38.806,0.04,8.4,20170117183354,0,2017-01-17 18:34:02.581182+00,1,
58.5,978.34711,360.9,502.7,261.5,1,323.1,43.9,51.522881,89,-0.154815,563.11676,393.2,425.4,1.457,36.246,13.141,0,0,0,0.639,40.375,0.04,8.4,20170117183315,0,2017-01-17 18:33:23.133851+00,1,
58.7,1223.7271,354.5,551.1,261.5,1,201.2,43.7,51.522869,92,-0.15481,520.71326,396.4,415.7,1.489,34.632,20.4,0,0,0,0.677,39.116,0.13,8.4,20170117183235,0,2017-01-17 18:32:43.494237+00,1,
58.9,912.91248,351.3,489.8,258.2,1,46.5,44,51.522888,86,-0.154795,492.44449,396.4,409.3,0.856,22.938,12.377,0,0,0,0.655,43.885,0.02,8.4,20170117183156,0,2017-01-17 18:32:03.91819+00,1,
59,896.55377,351.3,486.6,258.2,1,201.9,44.2,51.522919,92,-0.154775,478.31003,396.4,406.1,0.854,24.828,10.971,0,0,0,0.655,38.325,0.02,8.3,20170117183112,0,2017-01-17 18:31:22.996143+00,1,
59,994.70563,348,506,258.2,1,258,44.2,51.522919,91,-0.154773,506.57895,396.4,412.5,11.472,58.589,29.125,0,0,0,0.631,45.656,0.02,8.3,20170117183033,0,2017-01-17 18:30:40.804963+00,1,
56.7,1011.0643,351.3,509.2,261.5,1,27.5,43.9,51.522884,87,-0.154757,506.57895,396.4,412.5,0.75,28.922,10.871,0,0,0,0.8,39.111,0.02,8.2,20170117182948,0,2017-01-17 18:30:02.129909+00,1,
55.8,945.62964,351.3,496.3,261.5,1,262.8,44,51.522835,86,-0.154777,506.57895,393.2,412.5,0.838,44.563,13.066,0,0,0,0.801,46.578,0.02,8.3,20170117182908,0,2017-01-17 18:29:16.529223+00,1,
56.1,978.34711,348,502.7,258.2,1,57.4,44.4,51.52282,93,-0.154787,506.57895,396.4,412.5,0.901,30.499,12.536,0,0,0,0.788,48.715,0.02,8.3,20170117182822,0,2017-01-17 18:28:36.187299+00,1,
55.6,1076.499,354.5,522.1,261.5,1,220.6,44.6,51.522774,94,-0.154772,506.57895,399.6,412.5,1.106,23.355,12.348,0,0,0,0.743,41.205,0.02,8.3,20170117182733,0,2017-01-17 18:27:47.619721+00,1,
52.9,1092.8574,348,525.3,261.5,1,147.8,44.6,51.522808,85,-0.154743,506.57895,396.4,412.5,0.859,31.744,12.992,0,0,0,0.784,39.559,0.06,8.2,20170117182652,0,2017-01-17 18:27:02.042962+00,1,
52.5,912.91248,354.5,489.8,261.5,1,152.6,43.9,51.522842,91,-0.154777,520.71326,396.4,415.7,0.926,27.893,11.545,0,0,0,0.767,41.672,0.06,8.2,20170117182612,0,2017-01-17 18:26:20.540239+00,1,
53.5,1141.9337,344.8,535,261.5,1,94.2,44.2,51.522842,86,-0.154812,506.57895,399.6,412.5,0.86,20.598,10.919,0,0,0,0.789,42.025,0.06,8.2,20170117182530,0,2017-01-17 18:25:39.648134+00,1,
57.5,880.19513,344.8,483.4,261.5,1,94.9,44.2,51.5229,87,-0.154852,478.31003,393.2,406.1,0.985,17.364,10.365,0,0,0,0.812,39.947,0.04,8.1,20170117182448,0,2017-01-17 18:24:57.478312+00,1,
59.9,1027.4231,354.5,512.4,261.5,1,231.9,44.5,51.522869,89,-0.154828,492.44449,389.9,409.3,0.814,21.458,11.548,0,0,0,0.723,39.661,0.02,8.2,20170117182408,0,2017-01-17 18:24:16.325775+00,1,
60.3,863.8363,351.3,480.2,261.5,1,224.1,44.6,51.522842,86,-0.154832,492.44449,396.4,409.3,0.954,42.679,16.143,0,0,0,0.661,43.824,0.06,8.1,20170117182329,0,2017-01-17 18:23:37.042461+00,1,
61.9,814.7605,341.6,470.5,255,1,249.8,45,51.522835,86,-0.154813,506.57895,396.4,412.5,1.025,20.308,12.001,0,0,0,0.661,40.827,0,8.1,20170117182245,0,2017-01-17 18:22:57.046752+00,1,
63.6,863.8363,344.8,480.2,258.2,1,200.6,45.2,51.52285,88,-0.15482,506.57895,396.4,412.5,1.065,27.105,15.574,0,0,0,0.626,38.786,0.09,7.9,20170117182204,0,2017-01-17 18:22:13.489301+00,1,
60.1,863.8363,360.9,480.2,258.2,1,308.9,45.3,51.522854,85,-0.154792,506.57895,396.4,412.5,2.205,28.218,14.308,0,0,0,0.626,41.481,0.02,8,20170117182125,0,2017-01-17 18:21:32.936685+00,1,
57.2,1174.6508,344.8,541.4,258.2,1,189,45.5,51.522835,86,-0.154792,506.57895,396.4,412.5,1.931,34.016,18.779,0,0,0,0.652,39.167,0.04,7.9,20170117182043,0,2017-01-17 18:20:51.956471+00,1,
58.4,1223.7271,351.3,551.1,258.2,1,33.7,45.2,51.52282,93,-0.154822,633.78906,393.2,441.5,0.942,26.671,13.588,0,0,0,0.639,46.377,0.06,7.9,20170117182004,0,2017-01-17 18:20:12.521166+00,1,
57.2,1043.7817,360.9,515.6,261.5,1,185.8,45.5,51.522854,92,-0.154777,520.71326,399.6,415.7,1.453,36.343,14.505,0,0,0,0.639,39.057,0.02,7.9,20170117181918,0,2017-01-17 18:19:32.691677+00,1,
62.2,1321.879,351.3,570.4,255,1,70.1,45.3,51.522881,94,-0.154778,534.84784,396.4,418.9,3.672,49.472,19.407,0,0,0,0.598,38.801,0.02,7.8,20170117181839,0,2017-01-17 18:18:46.80065+00,1,
64.5,1125.5751,351.3,531.7,255,1,351.8,45.3,51.522835,89,-0.154808,506.57895,396.4,412.5,1.292,30.094,14.723,0,0,0,0.635,39.448,0.04,7.8,20170117181800,0,2017-01-17 18:18:07.695332+00,1,
64.7,831.11914,344.8,473.7,258.2,1,317.7,45.4,51.522812,90,-0.154835,534.84784,399.6,418.9,3.643,29.364,18.146,0,0,0,0.635,40.525,0.04,7.8,20170117181720,0,2017-01-17 18:17:28.011774+00,1,
64.8,994.70563,351.3,506,258.2,1,40.2,45.5,51.522793,89,-0.154833,506.57895,396.4,412.5,1.11,29.911,13.565,0,0,0,0.731,39.382,0.04,7.7,20170117181640,0,2017-01-17 18:16:48.967201+00,1,
65.5,1191.0096,348,544.6,258.2,1,337.9,45.7,51.522797,93,-0.154832,506.57895,399.6,412.5,1.28,35.243,16.284,0,0,0,0.682,38.728,0.07,7.7,20170117181600,0,2017-01-17 18:16:08.831902+00,1,
67,1043.7817,351.3,515.6,258.2,1,158.4,45.6,51.522766,86,-0.154812,520.71326,396.4,415.7,1.767,28.307,14.864,0,0,0,0.682,41.16,0.02,7.6,20170117181521,0,2017-01-17 18:15:29.127235+00,1,
73.7,1354.5963,360.9,576.9,258.2,1,181.5,44.7,51.522766,89,-0.154763,534.84784,399.6,418.9,1.368,24.724,14.471,0,0,0,0.722,40.127,0.04,7.5,20170117181440,0,2017-01-17 18:14:47.972419+00,1,
68.9,1861.7148,364.2,676.8,255,1,107.1,44.4,51.522797,93,-0.154752,520.71326,396.4,415.7,0.906,28.949,9.125,0,0,0,0.732,40.204,0.02,7.9,20170117181400,0,2017-01-17 18:14:08.130707+00,1,
64.3,1060.1404,351.3,518.8,255,1,313.4,44.1,51.522758,90,-0.154752,506.57895,396.4,412.5,0.959,17.35,9.478,0,0,0,0.682,38.765,0.06,7.8,20170117181320,0,2017-01-17 18:13:29.104615+00,1,
64.3,994.70563,357.7,506,261.5,1,9.6,44.2,51.522766,87,-0.154738,520.71326,393.2,415.7,3.059,35.783,19.08,0,0,0,0.623,42.188,0.04,8,20170117181241,0,2017-01-17 18:12:49.014834+00,1,
63.3,961.98846,357.7,499.5,258.2,1,28.5,44,51.522758,86,-0.154742,520.71326,399.6,415.7,1.172,33.46,13.977,0,0,0,0.693,39.477,0,8,20170117181159,0,2017-01-17 18:12:08.102291+00,1,
61.7,1321.879,351.3,570.4,258.2,1,331.7,0,51.522751,87,-0.154715,520.71326,396.4,415.7,1.14,33.307,14.49,0,0,0,0.633,41.173,0.06,0,20170117181119,0,2017-01-17 18:11:27.980734+00,1,
61.1,1321.879,348,570.4,261.5,1,214.5,44.1,51.522751,86,-0.1547,591.38556,396.4,431.8,1.163,17.067,10.524,0,0,0,0.637,38.189,0.07,7.9,20170117181038,0,2017-01-17 18:10:47.711086+00,1,
60.6,2417.9094,357.7,786.3,258.2,1,311.7,44,51.522766,96,-0.154672,506.57895,402.8,412.5,1.177,34.076,15.912,0,0,0,0.569,40.198,0.04,7.9,20170117181000,0,2017-01-17 18:10:07.022122+00,1,
59.3,1730.8456,354.5,651,258.2,1,292.7,44,51.522743,93,-0.154645,534.84784,396.4,418.9,6.836,33.698,22.668,0,0,0,0.569,41.71,0.02,7.9,20170117180920,0,2017-01-17 18:09:28.717116+00,1,
57.1,961.98846,360.9,499.5,258.2,1,341.3,43.7,51.5228,82,-0.154688,534.84784,396.4,418.9,1.34,28.101,15.149,0,0,0,0.612,39.546,0,7.9,20170117180838,0,2017-01-17 18:08:47.962002+00,1,
56.3,1174.6508,351.3,541.4,261.5,1,223.1,43.8,51.522797,86,-0.154692,506.57895,399.6,412.5,9.97,51.294,27.12,0,0,0,0.558,38.424,0.04,7.9,20170117180758,0,2017-01-17 18:08:06.98217+00,1,
54.4,1223.7271,351.3,551.1,261.5,1,79.5,43.6,51.522865,87,-0.154637,520.71326,396.4,415.7,10.171,37.801,27.771,0,0,0,0.592,47.487,0.02,7.9,20170117180720,1,2017-01-17 18:07:27.350464+00,1,
50.4,929.27112,344.8,493.1,258.2,1,10.7,43.7,51.522835,87,-0.154742,534.84784,399.6,418.9,1.063,26.016,11.25,0,0,0,0.685,44.575,0.02,7.8,20170117180632,0,2017-01-17 18:06:40.207372+00,1,
46.2,896.55377,341.6,486.6,255,1,176.6,43.7,51.522774,89,-0.154695,492.44449,396.4,409.3,1.493,38.553,13.059,0,0,0,0.672,46.428,0.06,7.8,20170117180547,0,2017-01-17 18:06:01.151718+00,1,
49.3,1158.2924,344.8,538.2,258.2,1,294.1,44.3,51.522781,86,-0.154702,520.71326,396.4,415.7,1.799,24.591,13.806,0,0,0,0.681,39.31,0.02,7.8,20170117180501,0,2017-01-17 18:05:10.704155+00,1,
49.4,1240.0857,348,554.3,258.2,1,83.8,44.4,51.522835,95,-0.154687,492.44449,396.4,409.3,1.423,28.953,12.714,0,0,0,0.658,39.885,0.02,7.7,20170117180422,0,2017-01-17 18:04:30.093477+00,1,
50.5,1992.5837,354.5,702.5,258.2,1,219.7,44.1,51.522816,92,-0.154665,548.9823,396.4,422.2,3.128,25.257,15.965,0,0,0,0.673,40.665,0.07,7.8,20170117180342,0,2017-01-17 18:03:50.675806+00,1,
48.2,1763.5629,348,657.4,258.2,1,353.6,43.8,51.522846,87,-0.154627,534.84784,396.4,418.9,1.031,19.259,11.102,0,0,0,0.68,40.283,0.06,7.6,20170117180301,0,2017-01-17 18:03:09.306278+00,1,
48.9,1076.499,351.3,522.1,258.2,1,239.8,43.8,51.5229,87,-0.154613,534.84784,396.4,418.9,2.174,19.398,12.447,0,0,0,0.668,41.044,0.04,7.5,20170117180221,0,2017-01-17 18:02:30.146614+00,1,
50.9,1632.6936,354.5,631.6,261.5,1,6.2,44.3,51.522903,93,-0.154658,534.84784,399.6,418.9,6.163,39.409,21.746,0,0,0,0.608,42.386,0,7.7,20170117180140,0,2017-01-17 18:01:47.932177+00,1,
49.8,814.7605,351.3,470.5,258.2,1,297.4,44.4,51.522873,87,-0.154657,492.44449,396.4,409.3,1.02,24.198,12.946,0,0,0,0.709,40.005,0.06,7.7,20170117180057,0,2017-01-17 18:01:05.108073+00,1,
49.8,929.27112,351.3,493.1,258.2,1,343.7,44.4,51.522861,85,-0.154655,506.57895,396.4,412.5,1.213,32.308,13.685,0,0,0,0.676,43.952,0.06,7.7,20170117180017,0,2017-01-17 18:00:26.268525+00,1,
49.5,880.19513,344.8,483.4,261.5,1,192.3,43.8,51.522869,93,-0.154653,506.57895,393.2,412.5,1.458,23.641,12.581,0,0,0,0.654,44.42,0.04,7.8,20170117175933,0,2017-01-17 17:59:43.824943+00,1,
49.3,945.62964,344.8,496.3,261.5,1,121.3,43.7,51.522869,88,-0.154637,520.71326,393.2,415.7,4.642,26.224,16.274,0,0,0,0.608,39.701,0.02,7.7,20170117175849,0,2017-01-17 17:58:56.746305+00,1,
49.3,1321.879,354.5,570.4,261.5,1,38.2,43.6,51.522854,96,-0.154625,534.84784,399.6,418.9,1.505,22.522,12.416,0,0,0,0.681,38.608,0.02,7.6,20170117175809,0,2017-01-17 17:58:17.081665+00,1,
49.3,863.8363,351.3,480.2,261.5,1,134.9,43.7,51.522861,87,-0.154623,534.84784,396.4,418.9,1.258,19.51,10.925,0,0,0,0.673,40.544,0.06,7.7,20170117175730,0,2017-01-17 17:57:37.95123+00,1,
47.6,1060.1404,351.3,518.8,258.2,1,354.1,43.8,51.522873,88,-0.15465,534.84784,399.6,418.9,1.718,22.531,13.093,0,0,0,0.583,39.305,0.04,7.7,20170117175650,0,2017-01-17 17:56:58.004454+00,1,
51.4,1321.879,357.7,570.4,258.2,1,307.2,43.5,51.522903,86,-0.154625,506.57895,393.2,412.5,3.494,27.97,14.855,0,0,0,0.59,39.464,0.06,7.8,20170117175610,0,2017-01-17 17:56:18.793829+00,1,
53.1,1321.879,351.3,570.4,258.2,1,247.7,43.3,51.522907,89,-0.154622,506.57895,393.2,412.5,1.828,23.338,13.464,0,0,0,0.662,39.77,0.04,7.6,20170117175531,0,2017-01-17 17:55:39.069919+00,1,
53.2,1469.1069,364.2,599.4,258.2,1,43.5,43.7,51.522903,95,-0.154623,492.44449,393.2,409.3,7.202,33.321,23.281,0,0,0,0.628,39.32,0.02,7.8,20170117175451,0,2017-01-17 17:54:59.429327+00,1,
53.2,2336.116,351.3,770.2,258.2,1,136.5,44,51.522907,87,-0.154625,492.44449,393.2,409.3,1.356,25.865,14.79,0,0,0,0.751,39.909,0.04,7.8,20170117175411,0,2017-01-17 17:54:19.934794+00,1,
55.4,1354.5963,360.9,576.9,258.2,1,345.8,44.1,51.522957,87,-0.154585,548.9823,399.6,422.2,2.084,21.815,12.207,0,0,0,0.737,38.386,0.02,7.7,20170117175331,0,2017-01-17 17:53:40.554678+00,1,
56.9,1665.4105,351.3,638.1,261.5,1,194.6,44.2,51.522949,87,-0.1546,534.84784,399.6,418.9,0.933,19.775,10.287,0,0,0,0.893,41.682,0.07,7.7,20170117175253,0,2017-01-17 17:53:00.709593+00,1,
59.6,1779.9215,351.3,660.6,255,1,189.7,44.2,51.522942,87,-0.154553,520.71326,393.2,415.7,1.143,18.553,9.05,0,0,0,0.758,39.448,0.02,7.7,20170117175211,0,2017-01-17 17:52:21.047928+00,1,
51.8,1272.803,351.3,560.7,258.2,1,1.3,44.3,51.52285,89,-0.154545,563.11676,399.6,425.4,0.914,30.897,11.141,0,0,0,0.811,41.382,0.04,7.6,20170117175132,0,2017-01-17 17:51:40.00043+00,1,
49.2,1354.5963,354.5,576.9,261.5,1,149.9,43.9,51.5229,96,-0.154538,548.9823,396.4,422.2,0.752,25.452,10.691,0,0,0,0.793,39.916,0.02,7.6,20170117175050,0,2017-01-17 17:50:58.57898+00,1,
47.4,1501.824,357.7,605.9,258.2,1,114.7,43.6,51.522942,87,-0.154522,534.84784,396.4,418.9,0.769,26.265,9.402,0,0,0,0.763,43.581,0.06,7.7,20170117175010,0,2017-01-17 17:50:19.164141+00,1,
42.1,2058.0188,360.9,715.4,261.5,1,331,43.1,51.522957,86,-0.154537,548.9823,396.4,422.2,0.809,26.066,8.381,0,0,0,0.825,39.213,0.07,7.7,20170117174927,0,2017-01-17 17:49:39.054178+00,1,
41.7,2172.5293,360.9,738,258.2,1,208.3,43,51.522915,93,-0.154547,548.9823,396.4,422.2,1.135,26.468,11.282,0,0,0,0.698,39.304,0.06,7.6,20170117174847,0,2017-01-17 17:48:55.912168+00,1,
41.2,1321.879,354.5,570.4,258.2,1,40.6,42.9,51.522953,86,-0.154538,506.57895,393.2,412.5,0.875,19.019,8.99,0,0,0,0.667,40.049,0,7.6,20170117174808,0,2017-01-17 17:48:16.561747+00,1,
40.4,1878.0735,351.3,680,258.2,1,298.1,42.8,51.522984,86,-0.154498,534.84784,396.4,418.9,2.391,23.397,14.112,0,0,0,0.623,40.499,0.04,7.6,20170117174728,0,2017-01-17 17:47:37.076195+00,1,
