altitude,co,co_aux,co_working,gas_temp,gps_fix,heading,humidity,latitude,lonet_bat,longitude,no2,no2_aux,no2_working,pm1,pm10,pm2_5,w_pm1,w_pm10,w_pm2_5,sample_flow_rate,sampling_period,speed,temp,date,retries,timestamp,id,last_organicity_sync
76.5,1027.4231,344.8,512.4,258.2,1,316,37.1,51.52272,93,-0.154775,492.44449,389.9,409.3,0.505,18.124,8.321,0,0,0,0.694,39.475,0.04,8.1,20170117164259,0,2017-01-17 16:43:07.101044+00,1,
81.9,1338.2373,348,573.6,261.5,1,132,37.5,51.522758,87,-0.15484,563.11676,399.6,425.4,1.057,40.771,10.803,0,0,0,0.694,42.177,0.02,8,20170117164220,0,2017-01-17 16:42:27.811903+00,1,
97.7,1518.183,348,609.1,258.2,1,3.8,36.6,51.522739,88,-0.154895,534.84784,393.2,418.9,1.092,14.139,7.154,0,0,0,0.72,38.865,0.04,8,20170117164137,0,2017-01-17 16:41:46.531668+00,1,
100,1109.2164,354.5,528.5,261.5,1,253.4,36.5,51.522751,94,-0.154918,534.84784,399.6,418.9,1.401,16.505,9.881,0,0,0,0.665,39.489,0.43,8,20170117164059,0,2017-01-17 16:41:06.522974+00,1,
105.5,700.24969,348,447.9,255,1,211,36.2,51.522835,87,-0.154803,506.57895,396.4,412.5,1.535,15.931,9.615,0,0,0,0.726,40.049,0.35,8,20170117164019,0,2017-01-17 16:40:26.9872+00,1,
100,536.66309,341.6,415.7,261.5,1,221.8,36.5,51.522861,87,-0.154788,534.84784,393.2,418.9,0.913,9.9,6.144,0,0,0,0.777,39.939,0.02,8,20170117163939,0,2017-01-17 16:39:47.92933+00,1,
94.7,798.40179,360.9,467.3,255,1,270.4,35.7,51.522907,87,-0.154782,534.84784,393.2,418.9,1.376,15.324,8.927,0,0,0,0.788,39.503,0.28,8,20170117163859,0,2017-01-17 16:39:07.29307+00,1,
92.5,1959.8668,357.7,696.1,258.2,1,28.6,35.2,51.522919,90,-0.154745,506.57895,396.4,412.5,0.871,10.782,5.387,0,0,0,0.851,40.446,0.31,8.2,20170117163819,0,2017-01-17 16:38:27.693651+00,1,
82.4,683.89117,351.3,444.7,258.2,1,327.2,35,51.522812,91,-0.154795,450.04099,389.9,399.6,1.008,12.182,6.481,0,0,0,0.771,39.945,0.37,8.2,20170117163739,0,2017-01-17 16:37:47.028577+00,1,
81.5,569.38055,348,422.2,261.5,1,178.7,34.9,51.522881,92,-0.154755,478.31003,399.6,406.1,1.194,12.608,7.397,0,0,0,0.766,39.264,0.61,8.3,20170117163659,0,2017-01-17 16:37:07.576848+00,1,
83.2,765.68451,357.7,460.8,261.5,1,357.4,34.7,51.522957,91,-0.154722,506.57895,399.6,412.5,0.619,8.453,4.885,0,0,0,0.757,39.784,0.57,8.4,20170117163619,0,2017-01-17 16:36:27.857555+00,1,
81.5,667.53253,348,441.5,261.5,1,48.9,34.3,51.52282,89,-0.154738,478.31003,396.4,406.1,0.833,13.181,7.065,0,0,0,0.721,39.706,0.41,8.4,20170117163540,0,2017-01-17 16:35:48.32662+00,1,
84,553.02191,341.6,418.9,258.2,1,343.4,34.2,51.522808,87,-0.154792,478.31003,389.9,406.1,1.057,14.097,5.9,0,0,0,0.69,41.265,0.41,8.5,20170117163500,0,2017-01-17 16:35:08.785445+00,1,
82.8,585.7392,351.3,425.4,261.5,1,331.1,33.9,51.522793,86,-0.154788,464.17557,396.4,402.8,0.565,16.812,7.338,0,0,0,0.636,40.067,0.3,8.6,20170117163419,0,2017-01-17 16:34:27.436029+00,1,
78,700.24969,351.3,447.9,258.2,1,20.3,33.4,51.522793,92,-0.154785,506.57895,402.8,412.5,0.507,14.859,8.226,0,0,0,0.636,39.905,0.52,8.7,20170117163338,0,2017-01-17 16:33:45.994294+00,1,
70.1,634.81519,341.6,435.1,261.5,1,187.8,33.8,51.522675,88,-0.15484,534.84784,399.6,418.9,0.498,22.997,10.171,0,0,0,0.636,40.184,1.54,8.8,20170117163258,0,2017-01-17 16:33:07.590386+00,1,
65.2,651.17389,348,438.3,258.2,1,227.4,33.9,51.52282,95,-0.154823,478.31003,393.2,406.1,0.535,12.077,6.904,0,0,0,0.636,40.924,0.24,8.8,20170117163218,0,2017-01-17 16:32:27.187098+00,1,
68.8,520.30457,351.3,412.5,258.2,1,331.2,33.9,51.522812,89,-0.15477,506.57895,396.4,412.5,0.69,15.936,8.838,0,0,0,0.629,39.423,0.06,8.7,20170117163137,0,2017-01-17 16:31:45.374341+00,1,
68.3,553.02191,344.8,418.9,258.2,1,320.3,34,51.522774,87,-0.154755,478.31003,399.6,406.1,0.564,12.314,7.499,0,0,0,0.629,45.409,0.02,8.7,20170117163058,0,2017-01-17 16:31:05.976934+00,1,
70.1,569.38055,341.6,422.2,261.5,1,254.2,34.2,51.522766,87,-0.154692,478.31003,396.4,406.1,0.489,10.878,6.631,0,0,0,0.629,45.846,0.02,8.7,20170117163012,0,2017-01-17 16:30:21.107977+00,1,
71.4,618.45636,344.8,431.8,261.5,1,77.7,34.2,51.522808,87,-0.154753,506.57895,399.6,412.5,0.533,24.822,7.052,0,0,0,0.63,42.623,0.04,8.6,20170117162926,0,2017-01-17 16:29:40.649898+00,1,
72,700.24969,351.3,447.9,258.2,1,22.8,34.4,51.522808,89,-0.154768,520.71326,402.8,415.7,0.415,14.326,5.515,0,0,0,0.63,39.383,0.06,8.6,20170117162844,0,2017-01-17 16:28:53.284826+00,1,
71.5,716.60852,344.8,451.2,261.5,1,211.1,34.3,51.522869,86,-0.154755,506.57895,399.6,412.5,0.538,16.153,8.134,0,0,0,0.63,38.968,0.09,8.5,20170117162804,0,2017-01-17 16:28:12.840274+00,1,
68.1,782.04303,354.5,464.1,261.5,1,155.6,34.4,51.522854,93,-0.154722,534.84784,399.6,418.9,0.598,20.082,8.855,0,0,0,0.63,38.786,0,8.6,20170117162725,0,2017-01-17 16:27:33.128013+00,1,
68.1,929.27112,348,493.1,261.5,1,158.3,34.7,51.522861,89,-0.15472,520.71326,399.6,415.7,0.496,14.787,6.94,0,0,0,0.63,40.523,0.06,8.6,20170117162646,0,2017-01-17 16:26:53.953643+00,1,
68.6,798.40179,344.8,467.3,261.5,1,188.1,34.5,51.522896,87,-0.154732,534.84784,393.2,418.9,0.758,23.799,10.968,0,0,0,0.63,45.688,0.09,8.5,20170117162606,0,2017-01-17 16:26:14.343216+00,1,
69.4,978.34711,351.3,502.7,261.5,1,89.8,34.3,51.522861,87,-0.154717,619.6546,402.8,438.3,0.65,19.269,9.226,0,0,0,0.63,44.043,0.02,8.6,20170117162520,0,2017-01-17 16:25:34.617042+00,1,
69.4,1060.1404,354.5,518.8,261.5,1,81.7,34.2,51.522865,89,-0.154718,534.84784,396.4,418.9,0.564,10.698,6.814,0,0,0,0.63,42.542,0.04,8.5,20170117162436,0,2017-01-17 16:24:48.90526+00,1,
69.2,896.55377,348,486.6,261.5,1,254.8,34.3,51.522865,88,-0.154715,520.71326,399.6,415.7,0.598,28.33,8.826,0,0,0,0.63,38.95,0.02,8.4,20170117162353,0,2017-01-17 16:24:03.418387+00,1,
62.4,1338.2373,354.5,573.6,261.5,1,128,34,51.52285,90,-0.154698,548.9823,396.4,422.2,0.565,15.527,6.788,0,0,0,0.621,39.617,0.06,8.3,20170117162314,0,2017-01-17 16:23:22.580743+00,1,
59,798.40179,354.5,467.3,258.2,1,318.3,33.6,51.522861,88,-0.154747,534.84784,402.8,418.9,0.743,32.802,10.172,0,0,0,0.621,41.453,0.02,8.4,20170117162235,0,2017-01-17 16:22:43.132435+00,1,
56.9,569.38055,344.8,422.2,261.5,1,206.8,33.4,51.52282,92,-0.154717,492.44449,396.4,409.3,0.503,24.731,6.644,0,0,0,0.621,39.247,0.04,8.3,20170117162153,0,2017-01-17 16:22:01.842343+00,1,
56.5,569.38055,354.5,422.2,261.5,1,199,33.7,51.522812,91,-0.154718,506.57895,396.4,412.5,0.408,16.356,6.025,0,0,0,0.618,43.123,0.02,8.4,20170117162114,0,2017-01-17 16:21:22.301023+00,1,
51.5,487.58725,335.2,406.1,258.2,1,132.3,33.9,51.522732,96,-0.154752,464.17557,396.4,402.8,0.697,16.248,9.396,0,0,0,0.618,39.749,0.06,8.3,20170117162031,0,2017-01-17 16:20:42.488273+00,1,
49.1,471.22861,338.4,402.8,261.5,1,2.3,33.8,51.52264,87,-0.154768,478.31003,393.2,406.1,0.659,13.667,7.527,0,0,0,0.618,41.86,0.04,8.1,20170117161951,0,2017-01-17 16:19:59.404716+00,1,
51.3,520.30457,344.8,412.5,261.5,1,260.9,34.1,51.522621,90,-0.154698,478.31003,396.4,406.1,2.586,15.561,9.312,0,0,0,0.618,39.888,0.02,8.3,20170117161909,0,2017-01-17 16:19:20.052933+00,1,
49.6,634.81519,351.3,435.1,261.5,1,291.8,33.4,51.522671,87,-0.154715,478.31003,396.4,406.1,0.513,15.865,7.669,0,0,0,0.669,39.445,0.02,8.1,20170117161829,0,2017-01-17 16:18:37.722539+00,1,
45,814.7605,354.5,470.5,261.5,1,320.5,34.4,51.522617,87,-0.154685,534.84784,396.4,418.9,0.432,11.928,6.386,0,0,0,0.669,39.886,0.02,8.5,20170117161750,0,2017-01-17 16:17:57.274698+00,1,
44.9,798.40179,348,467.3,261.5,1,32.2,34.5,51.522644,87,-0.154722,492.44449,399.6,409.3,0.527,15.661,7.477,0,0,0,0.669,40.14,0.04,8.4,20170117161710,0,2017-01-17 16:17:18.695135+00,1,
45.5,1027.4231,351.3,512.4,261.5,1,18.1,34.7,51.522659,88,-0.154647,506.57895,396.4,412.5,0.633,25.511,7.492,0,0,0,0.669,39.131,0.02,8.4,20170117161629,0,2017-01-17 16:16:37.760774+00,1,
46.1,749.32587,348,457.6,261.5,1,192.9,34.8,51.522675,87,-0.15466,520.71326,402.8,415.7,0.726,17.269,6.812,0,0,0,0.669,37.143,0.07,8.4,20170117161550,0,2017-01-17 16:15:58.223377+00,1,
45.7,1779.9215,351.3,660.6,261.5,1,254.1,34.7,51.522709,87,-0.154645,563.11676,396.4,425.4,0.592,17.277,7.465,0,0,0,0.669,48.181,0.02,8.4,20170117161513,1,2017-01-17 16:15:19.306482+00,1,
48.7,929.27112,348,493.1,261.5,1,148.5,34.3,51.522732,90,-0.154603,534.84784,396.4,418.9,0.504,15.338,5.418,0,0,0,0.669,39.131,0.06,8.4,20170117161425,0,2017-01-17 16:14:33.510671+00,1,
50.3,1191.0096,348,544.6,261.5,1,11.7,34,51.522724,87,-0.154622,577.25122,396.4,428.6,0.538,27.804,6.867,0,0,0,0.669,41.324,0.33,8.3,20170117161346,0,2017-01-17 16:13:53.999777+00,1,
58.6,700.24969,357.7,447.9,261.5,1,37.8,33.9,51.522678,95,-0.15463,492.44449,399.6,409.3,0.411,7.908,4.823,0,0,0,0.669,38.761,0.52,8.5,20170117161304,0,2017-01-17 16:13:14.904335+00,1,
62.3,683.89117,354.5,444.7,261.5,1,189.3,33.4,51.522678,89,-0.154668,492.44449,396.4,409.3,0.519,11.267,6.623,0,0,0,0.669,39.346,0.54,8.6,20170117161225,0,2017-01-17 16:12:33.070595+00,1,
64.4,634.81519,344.8,435.1,261.5,1,183.5,33.1,51.522743,88,-0.154668,506.57895,396.4,412.5,0.698,16.867,9.592,0,0,0,0.669,41.444,0.48,8.7,20170117161146,0,2017-01-17 16:11:53.581627+00,1,
46.1,683.89117,354.5,444.7,261.5,1,4.4,32.6,51.522564,93,-0.154635,520.71326,396.4,415.7,0.587,24.368,7.364,0,0,0,0.669,40.685,0.5,8.7,20170117161105,0,2017-01-17 16:11:12.487469+00,1,
44,503.94592,348,409.3,261.5,1,10.6,32.9,51.522476,88,-0.154688,506.57895,393.2,412.5,0.573,11.725,7.289,0,0,0,0.669,48.486,0.44,8.7,20170117161024,0,2017-01-17 16:10:32.980968+00,1,
39.4,782.04303,357.7,464.1,258.2,1,318.4,33.2,51.522396,91,-0.15469,520.71326,396.4,415.7,0.53,16.225,7.162,0,0,0,0.669,39.508,0.13,8.8,20170117160935,0,2017-01-17 16:09:48.238986+00,1,
39.4,618.45636,341.6,431.8,261.5,1,147.8,33.4,51.522446,87,-0.154608,492.44449,396.4,409.3,0.474,40.811,6.37,0,0,0,0.669,41.002,0.06,8.7,20170117160856,0,2017-01-17 16:09:04.402942+00,1,
41.4,634.81519,341.6,435.1,261.5,1,358.2,33.1,51.522533,87,-0.15465,534.84784,399.6,418.9,0.471,14.402,7.748,0,0,0,0.669,39.805,0.07,8.6,20170117160815,0,2017-01-17 16:08:22.59267+00,1,
41.1,814.7605,351.3,470.5,261.5,1,187.9,32.5,51.522465,89,-0.154645,520.71326,396.4,415.7,0.696,40.108,11.546,0,0,0,0.66,39.544,0,8.6,20170117160735,0,2017-01-17 16:07:43.339977+00,1,
41.3,749.32587,348,457.6,258.2,1,43.8,32.5,51.52248,94,-0.154618,506.57895,399.6,412.5,343.05,418.666,401.666,0,0,0,0.652,39.769,0.04,8.7,20170117160655,0,2017-01-17 16:07:03.594446+00,1,
40.7,896.55377,351.3,486.6,261.5,1,42.1,32.2,51.522446,95,-0.154645,506.57895,399.6,412.5,0.451,8.076,4.284,0,0,0,0.672,38.764,0.02,8.7,20170117160615,0,2017-01-17 16:06:23.863021+00,1,
39.8,602.0979,351.3,428.6,261.5,1,39.3,31.7,51.5224,87,-0.154607,534.84784,396.4,418.9,0.913,26.906,6.517,0,0,0,0.672,39.077,0.04,8.7,20170117160537,0,2017-01-17 16:05:44.493225+00,1,
40.2,863.8363,348,480.2,261.5,1,23.8,31.7,51.522392,93,-0.154608,534.84784,396.4,418.9,0.505,17.082,7.808,0,0,0,0.683,41.333,0.04,8.8,20170117160457,0,2017-01-17 16:05:05.082222+00,1,
40.8,1550.9003,357.7,615.5,258.2,1,136.6,31.6,51.522373,93,-0.15459,534.84784,396.4,418.9,0.555,37.991,7.919,0,0,0,0.683,39.624,0.02,8.8,20170117160416,0,2017-01-17 16:04:23.861534+00,1,
44.4,1321.879,351.3,570.4,261.5,1,349.3,31.9,51.522362,88,-0.154587,506.57895,396.4,412.5,0.501,11.953,6.23,0,0,0,0.683,39.287,0.02,8.9,20170117160336,0,2017-01-17 16:03:44.033947+00,1,
48.4,1599.9762,357.7,625.2,261.5,1,285.9,32.3,51.522552,87,-0.15466,520.71326,396.4,415.7,315.309,402.718,368.834,0,0,0,0.683,40.967,0.04,8.9,20170117160257,0,2017-01-17 16:03:04.693249+00,1,
47.6,634.81519,351.3,435.1,261.5,1,247.5,32.3,51.522469,87,-0.154667,506.57895,396.4,412.5,0.494,25.258,6.444,0,0,0,0.734,39.085,0,8.9,20170117160216,0,2017-01-17 16:02:25.293928+00,1,
50.1,732.96716,348,454.4,261.5,1,143.5,32.1,51.522461,87,-0.154648,520.71326,396.4,415.7,0.672,17.695,8.85,0,0,0,0.734,40.684,0.04,8.9,20170117160137,0,2017-01-17 16:01:45.119926+00,1,
50.4,585.7392,341.6,425.4,261.5,1,152.1,32,51.522476,88,-0.154762,506.57895,399.6,412.5,0.53,13.484,6.639,0,0,0,0.734,40.582,0.06,8.7,20170117160056,0,2017-01-17 16:01:03.823689+00,1,
41.1,732.96716,351.3,454.4,261.5,1,149.8,31.9,51.522461,87,-0.154658,520.71326,402.8,415.7,0.544,22.154,5.966,0,0,0,0.734,39.187,0.02,8.8,20170117160015,0,2017-01-17 16:00:24.246522+00,1,
40.8,814.7605,348,470.5,261.5,1,33.6,31.8,51.52261,87,-0.154658,492.44449,396.4,409.3,0.466,8.761,5.372,0,0,0,0.734,39.425,0.02,8.8,20170117155936,0,2017-01-17 15:59:44.685315+00,1,
41.5,1141.9337,364.2,535,261.5,1,39.5,31.5,51.522549,87,-0.154588,506.57895,396.4,412.5,0.463,12.344,5.695,0,0,0,0.734,38.622,0.02,9,20170117155857,0,2017-01-17 15:59:05.179547+00,1,
45.7,1272.803,360.9,560.7,261.5,1,120,31.2,51.522572,87,-0.154633,534.84784,396.4,418.9,0.282,11.659,4.092,0,0,0,0.734,40.485,0.06,9,20170117155818,0,2017-01-17 15:58:25.600011+00,1,
0,646.18127,351.3,431.8,119.7,0,0,16.8,0,100,0,396.98563,399.6,386.7,0,0,0,0,0,0,0,0,0,24,19800106000005,0,2017-01-17 15:58:07.722147+00,4,
44.9,651.17389,341.6,438.3,261.5,1,33.9,31,51.522522,91,-0.154692,520.71326,399.6,415.7,0.398,20.972,4.782,0,0,0,0.734,38.005,0.02,8.9,20170117155738,0,2017-01-17 15:57:46.873137+00,1,
46.5,618.45636,344.8,431.8,261.5,1,226.7,31,51.522446,88,-0.154613,492.44449,393.2,409.3,0.421,8.582,4.363,0,0,0,0.734,41.146,0.06,8.9,20170117155659,0,2017-01-17 15:57:06.712421+00,1,
47.3,536.66309,351.3,415.7,261.5,1,156,30.7,51.522488,89,-0.154577,464.17557,396.4,402.8,0.462,8.299,5.278,0,0,0,0.734,39.288,0.11,8.9,20170117155618,0,2017-01-17 15:56:27.210909+00,1,
0,663.41492,357.7,435.1,119.7,0,0,16.9,0,96,0,382.72595,396.4,383.5,0,0,0,0,0,0,0,0,0,24,19800106000005,6,2017-01-17 15:56:04.710812+00,4,
46.8,651.17389,354.5,438.3,258.2,1,126.1,31.4,51.522549,91,-0.15463,478.31003,396.4,406.1,0.379,12.296,4.684,0,0,0,0.734,38.765,0.02,9,20170117155539,0,2017-01-17 15:55:47.011561+00,1,
47.9,471.22861,344.8,402.8,261.5,1,69.9,31.8,51.522522,91,-0.154643,478.31003,393.2,406.1,0.545,12.491,6.556,0,0,0,0.734,38.724,0.04,9,20170117155500,0,2017-01-17 15:55:07.805134+00,1,
48.2,569.38055,351.3,422.2,261.5,1,189.8,31.1,51.522564,87,-0.154605,492.44449,396.4,409.3,0.556,18.408,6.576,0,0,0,0.734,40.606,0.04,9.1,20170117155421,0,2017-01-17 15:54:28.518944+00,1,
46.8,569.38055,344.8,422.2,261.5,1,309.3,31.4,51.522629,89,-0.15464,520.71326,393.2,415.7,0.384,9.985,5.137,0,0,0,0.734,39.443,0.06,9.1,20170117155341,0,2017-01-17 15:53:50.214302+00,1,
45.4,553.02191,348,418.9,261.5,1,64.1,30.8,51.522602,96,-0.154587,478.31003,399.6,406.1,0.523,10.277,6.114,0,0,0,0.734,40.164,0.02,9.1,20170117155301,0,2017-01-17 15:53:09.563919+00,1,
47,651.17389,351.3,438.3,258.2,1,121.1,30.8,51.522606,88,-0.1546,506.57895,396.4,412.5,0.416,13.642,5.441,0,0,0,0.734,38.988,0.04,9.1,20170117155221,0,2017-01-17 15:52:30.344374+00,1,
50,683.89117,351.3,444.7,261.5,1,356.4,30.8,51.522598,89,-0.154622,506.57895,396.4,412.5,0.568,13.851,7.882,0,0,0,0.723,39.322,0,9.1,20170117155142,0,2017-01-17 15:51:50.105083+00,1,
52.2,732.96716,348,454.4,261.5,1,86.1,30.9,51.522591,87,-0.15465,506.57895,393.2,412.5,0.636,22.623,7.146,0,0,0,0.723,42.946,0.04,9,20170117155103,0,2017-01-17 15:51:10.693943+00,1,
57.5,700.24969,348,447.9,261.5,1,1.8,30.7,51.522625,87,-0.154682,492.44449,396.4,409.3,0.663,38.407,7.525,0,0,0,0.723,38.987,0.02,9,20170117155020,0,2017-01-17 15:50:27.438383+00,1,
63.2,961.98846,351.3,499.5,258.2,1,129.9,30.6,51.522606,96,-0.154658,520.71326,402.8,415.7,0.683,20.234,9.907,0,0,0,0.664,40.443,0.04,9,20170117154940,0,2017-01-17 15:49:48.611584+00,1,
69.3,1043.7817,351.3,515.6,261.5,1,90.2,30.7,51.522568,87,-0.154665,506.57895,399.6,412.5,0.482,18.118,8.541,0,0,0,0.664,43.087,0.02,8.9,20170117154900,0,2017-01-17 15:49:09.681134+00,1,
82.4,1011.0643,351.3,509.2,261.5,1,211.4,31.5,51.522659,90,-0.154762,492.44449,393.2,409.3,0.603,19.345,7.573,0,0,0,0.664,39.882,0.07,8.9,20170117154817,0,2017-01-17 15:48:26.616322+00,1,
84.1,978.34711,351.3,502.7,258.2,1,86,31,51.522675,88,-0.154762,492.44449,396.4,409.3,0.96,39.406,14.474,0,0,0,0.664,39.528,0.04,8.9,20170117154737,0,2017-01-17 15:47:46.008171+00,1,
0,646.18127,354.5,431.8,290.5,0,0,16.5,0,98,0,396.98563,399.6,386.7,0,0,0,0,0,0,0,0,0,23.9,19800106000149,5,2017-01-17 15:47:26.529334+00,4,
84.7,1436.3896,354.5,593,261.5,1,257.7,31.2,51.522652,87,-0.154673,548.9823,399.6,422.2,1.437,33.097,18.695,0,0,0,0.664,39.084,0.04,8.8,20170117154657,0,2017-01-17 15:47:06.02845+00,1,
84.8,1878.0735,351.3,680,261.5,1,116,31.2,51.522675,87,-0.154615,548.9823,406.1,422.2,0.537,25.783,8.076,0,0,0,0.664,41.506,0.06,8.8,20170117154618,0,2017-01-17 15:46:26.198993+00,1,
90,683.89117,354.5,444.7,258.2,1,218.8,30.7,51.522812,88,-0.154538,534.84784,393.2,418.9,0.477,12.941,7.074,0,0,0,0.664,40.806,1.04,8.8,20170117154537,0,2017-01-17 15:45:44.815601+00,1,
83,978.34711,351.3,502.7,261.5,1,29.4,30.8,51.522774,96,-0.154532,548.9823,399.6,422.2,0.489,22.923,6.458,0,0,0,0.664,42.354,1.17,8.7,20170117154456,0,2017-01-17 15:45:05.009015+00,1,
81,880.19513,354.5,483.4,261.5,1,95.8,30.8,51.522678,88,-0.154607,520.71326,393.2,415.7,0.63,13.596,7.507,0,0,0,0.664,39.036,0.06,8.7,20170117154413,0,2017-01-17 15:44:22.461888+00,1,
82.4,1305.5204,357.7,567.2,258.2,1,46,30.6,51.522686,89,-0.154625,534.84784,396.4,418.9,0.539,16.457,6.82,0,0,0,0.664,39.662,0.09,8.7,20170117154334,0,2017-01-17 15:43:42.449985+00,1,
86.3,716.60852,344.8,451.2,258.2,1,327,30.4,51.522671,87,-0.154672,520.71326,396.4,415.7,0.555,28.348,8.022,0,0,0,0.664,38.67,0.02,8.7,20170117154255,0,2017-01-17 15:43:03.351503+00,1,
82.5,765.68451,351.3,460.8,261.5,1,261.9,30.7,51.522694,94,-0.15458,563.11676,399.6,425.4,0.536,13.727,5.901,0,0,0,0.664,39.265,0.09,8.7,20170117154216,0,2017-01-17 15:42:23.544233+00,1,
81.9,765.68451,348,460.8,258.2,1,265.6,30.4,51.522686,91,-0.15455,548.9823,396.4,422.2,0.753,14.219,7.902,0,0,0,0.649,39.441,0.06,8.7,20170117154136,0,2017-01-17 15:41:43.945918+00,1,
79.5,798.40179,351.3,467.3,261.5,1,108.2,30.3,51.522732,95,-0.154572,548.9823,399.6,422.2,0.588,14.509,6.265,0,0,0,0.649,39.33,0.02,8.6,20170117154057,0,2017-01-17 15:41:05.634306+00,1,
79.3,880.19513,354.5,483.4,258.2,1,80.9,30.2,51.522739,89,-0.154567,506.57895,399.6,412.5,0.559,23.461,6.456,0,0,0,0.649,40.804,0.02,8.6,20170117154018,0,2017-01-17 15:40:24.959041+00,1,
78.5,994.70563,348,506,258.2,1,291.5,30.2,51.52272,89,-0.154575,520.71326,399.6,415.7,0.566,8.394,5.543,0,0,0,0.649,39.505,0.04,8.5,20170117153937,0,2017-01-17 15:39:45.257608+00,1,
79.5,1092.8574,354.5,525.3,261.5,1,23.3,30.7,51.522709,87,-0.154582,520.71326,396.4,415.7,0.721,12.918,6.929,0,0,0,0.649,39.262,0.02,8.6,20170117153857,0,2017-01-17 15:39:05.592507+00,1,
79.6,880.19513,344.8,483.4,261.5,1,65.9,30.8,51.522709,89,-0.154573,506.57895,396.4,412.5,0.582,16.695,7.632,0,0,0,0.649,39.968,0.04,8.6,20170117153818,0,2017-01-17 15:38:26.214578+00,1,
78.6,798.40179,348,467.3,261.5,1,88.5,30.8,51.522678,87,-0.154575,520.71326,396.4,415.7,0.606,15.415,7.033,0,0,0,0.649,38.325,0.02,8.5,20170117153738,0,2017-01-17 15:37:46.951631+00,1,
80.2,831.11914,344.8,473.7,258.2,1,118,30.6,51.522675,87,-0.154552,563.11676,396.4,425.4,0.507,16.19,7.43,0,0,0,0.649,39.626,0.04,8.5,20170117153659,0,2017-01-17 15:37:07.040953+00,1,
81.7,618.45636,344.8,431.8,258.2,1,315.9,30.8,51.52264,89,-0.154527,520.71326,399.6,415.7,0.511,7.969,5.071,0,0,0,0.649,40.485,0.07,8.5,20170117153620,0,2017-01-17 15:36:28.414437+00,1,
80.5,569.38055,348,422.2,261.5,1,129.8,30.7,51.522556,96,-0.154573,520.71326,399.6,415.7,0.664,15.058,8.911,0,0,0,0.649,39.126,0.02,8.4,20170117153539,0,2017-01-17 15:35:48.464312+00,1,
80.4,765.68451,344.8,460.8,261.5,1,104.5,31.1,51.522598,95,-0.154588,506.57895,396.4,412.5,0.468,8.458,5.245,0,0,0,0.649,38.867,0.04,8.5,20170117153500,0,2017-01-17 15:35:08.378035+00,1,
80,1011.0643,344.8,509.2,258.2,1,174.7,30.7,51.522636,87,-0.154603,506.57895,396.4,412.5,0.48,19.556,6.863,0,0,0,0.649,40.363,0.02,8.4,20170117153421,0,2017-01-17 15:34:28.918688+00,1,
77.9,602.0979,354.5,428.6,261.5,1,96.4,30.6,51.522655,96,-0.154593,577.25122,396.4,428.6,0.594,12.083,6.383,0,0,0,0.649,39.603,0.02,8.4,20170117153341,0,2017-01-17 15:33:49.807399+00,1,
75.8,896.55377,348,486.6,261.5,1,22.3,30.5,51.522655,94,-0.154603,548.9823,393.2,422.2,0.556,10.633,5.954,0,0,0,0.649,39.526,0.02,8.5,20170117153301,0,2017-01-17 15:33:09.663653+00,1,
72.1,896.55377,357.7,486.6,261.5,1,147.8,29.7,51.52269,89,-0.154625,534.84784,396.4,418.9,0.591,23.213,8.769,0,0,0,0.649,39.889,0.09,8.5,20170117153221,0,2017-01-17 15:32:30.294165+00,1,
70,520.30457,348,412.5,261.5,1,0,29.8,51.522705,92,-0.154663,520.71326,393.2,415.7,0.376,12.813,5.799,0,0,0,0.649,37.843,0,8.5,20170117153142,0,2017-01-17 15:31:50.587228+00,1,
65.4,471.22861,348,402.8,258.2,1,346.3,29.8,51.522583,96,-0.154672,548.9823,399.6,422.2,0.575,14.199,6.886,0,0,0,0.649,47.906,0.09,8.5,20170117153104,1,2017-01-17 15:31:09.998959+00,1,
69.1,471.22861,335.2,402.8,261.5,1,173.7,29.8,51.52264,87,-0.15466,492.44449,399.6,409.3,0.624,11.329,6.454,0,0,0,0.649,38.383,0.04,8.4,20170117153016,0,2017-01-17 15:30:24.115129+00,1,
64.8,618.45636,348,431.8,258.2,1,341.7,29.8,51.52272,89,-0.154712,506.57895,396.4,412.5,0.738,19.193,9.453,0,0,0,0.649,39.688,0.02,8.4,20170117152937,0,2017-01-17 15:29:44.568955+00,1,
71.1,749.32587,341.6,457.6,261.5,1,38,29.4,51.522694,87,-0.15467,520.71326,393.2,415.7,0.567,35.981,9.227,0,0,0,0.649,41.36,0.07,8.3,20170117152858,0,2017-01-17 15:29:04.904206+00,1,
70.9,831.11914,344.8,473.7,258.2,1,349.2,29,51.522659,91,-0.154653,563.11676,396.4,425.4,8.334,27.016,14.667,0,0,0,0.649,40.449,0.07,8.4,20170117152816,0,2017-01-17 15:28:25.0533+00,1,
70.1,667.53253,348,441.5,261.5,1,253.1,28.1,51.522587,96,-0.154658,506.57895,396.4,412.5,0.525,11.451,5.435,0,0,0,0.69,41.606,0.06,8.4,20170117152736,0,2017-01-17 15:27:44.366468+00,1,
65.6,618.45636,351.3,431.8,261.5,1,185.6,28.4,51.522659,96,-0.154652,506.57895,399.6,412.5,0.384,7.712,4.065,0,0,0,0.656,39.345,0.06,8.4,20170117152654,0,2017-01-17 15:27:04.022881+00,1,
