"","date","site","nox","no2","o3","so2","co","pm10_raw","pm10","nv10","code"
"8918",2017-01-06 13:00:00,"Westminster - Marylebone Road",338.2513,65.5749999999999,1.268625,5.95,0.396,136.604585,118.014540585305,NA,"MY1"
"8919",2017-01-06 14:00:00,"Westminster - Marylebone Road",304.114,70.4202,1.616875,5.625,0.3465,102.2734375,89.2478800027777,NA,"MY1"
"8920",2017-01-06 15:00:00,"Westminster - Marylebone Road",377.97745,69.2612,1.019875,5.675,0.396,58.2876775,50.3195753563275,NA,"MY1"
"8921",2017-01-06 16:00:00,"Westminster - Marylebone Road",342.757625,67.138775,0.6965,5.675,0.4455,57.9604025,49.9617003365296,NA,"MY1"
"8922",2017-01-06 17:00:00,"Westminster - Marylebone Road",286.768425,66.630475,0.796,5.4,0.594,55.50584,49.1989007981401,NA,"MY1"
"8923",2017-01-06 18:00:00,"Westminster - Marylebone Road",286.567025,61.373925,0.94525,5.225,0.56925,40.909375,38.749851130398,NA,"MY1"
"8924",2017-01-06 19:00:00,"Westminster - Marylebone Road",272.871825,63.749575,0.796,5.05,0.495,38.9129975,36.7369158570511,NA,"MY1"
"8925",2017-01-06 20:00:00,"Westminster - Marylebone Road",220.759575,62.867875,1.268625,4.575,0.37125,33.25114,32.2270066187757,NA,"MY1"
"8926",2017-01-06 21:00:00,"Westminster - Marylebone Road",146.6192,50.31985,2.23875,3.825,0.27225,25.854725,25.2885998127725,NA,"MY1"
"8927",2017-01-06 22:00:00,"Westminster - Marylebone Road",189.089425,61.251975,2.014875,3.375,0.32175,22.843795,22.5686223277487,NA,"MY1"
"8928",2017-01-06 23:00:00,"Westminster - Marylebone Road",122.19945,39.3302,3.33325,3,0.22275,14.3673725,16.8673059358932,NA,"MY1"
"8929",2017-01-07 00:00:00,"Westminster - Marylebone Road",118.456766666667,39.0833666666667,4.0795,2.7,0.297,15.0219225,15.866243949225,NA,"MY1"
"8930",2017-01-07 01:00:00,"Westminster - Marylebone Road",89.7908333333333,36.7075666666667,4.41116666666667,2.4,0.231,11.454625,13.3487836130276,NA,"MY1"
"8931",2017-01-07 02:00:00,"Westminster - Marylebone Road",91.762875,32.610075,3.955125,2.175,0.22275,11.192805,14.0059953984086,NA,"MY1"
"8932",2017-01-07 03:00:00,"Westminster - Marylebone Road",95.71535,34.04755,2.910375,2.2,0.17325,11.0946225,13.3686098497153,NA,"MY1"
"8933",2017-01-07 04:00:00,"Westminster - Marylebone Road",101.9084,35.73875,1.815875,2.325,0.17325,12.501905,14.3063364059778,NA,"MY1"
"8934",2017-01-07 05:00:00,"Westminster - Marylebone Road",121.39385,35.33055,0.671625,2.45,0.17325,13.1891825,15.8044541064728,NA,"MY1"
"8935",2017-01-07 06:00:00,"Westminster - Marylebone Road",116.988225,36.105825,0.422875,2.725,0.198,15.84011,15.6217393247307,NA,"MY1"
"8936",2017-01-07 07:00:00,"Westminster - Marylebone Road",189.66845,43.1194,0.44775,3.05,0.37125,20.356505,21.8197877722433,NA,"MY1"
"8937",2017-01-07 08:00:00,"Westminster - Marylebone Road",207.064375,45.576225,0.44775,3.75,0.3465,23.17107,24.49424510346,NA,"MY1"
"8938",2017-01-07 09:00:00,"Westminster - Marylebone Road",183.8782,44.22025,0.522375,3.975,0.3465,25.52745,26.1882338460397,NA,"MY1"
"8939",2017-01-07 10:00:00,"Westminster - Marylebone Road",185.6908,47.9191,0.522375,3.975,0.42075,25.461995,29.2376756613924,NA,"MY1"
"8940",2017-01-07 11:00:00,"Westminster - Marylebone Road",127.9897,44.8438,0.796,3.675,0.32175,19.963775,24.5217111619727,NA,"MY1"
"8941",2017-01-07 12:00:00,"Westminster - Marylebone Road",135.668075,39.695675,0.796,3.525,0.32175,15.0873775,20.0816027824198,NA,"MY1"
"8942",2017-01-07 13:00:00,"Westminster - Marylebone Road",83.6817,34.0859,2.661625,3.1,0.198,11.2255325,17.1113401425913,NA,"MY1"
"8943",2017-01-07 14:00:00,"Westminster - Marylebone Road",92.79505,36.0315,2.164125,2.75,0.1485,11.25826,15.3618008240767,NA,"MY1"
"8944",2017-01-07 15:00:00,"Westminster - Marylebone Road",94.5573,38.3722,1.99,2.625,0.198,11.6182625,15.0097005735486,NA,"MY1"
"8945",2017-01-07 16:00:00,"Westminster - Marylebone Road",102.386725,37.474575,0.8955,2.65,0.27225,17.7710325,20.2145964070438,NA,"MY1"
"8946",2017-01-07 17:00:00,"Westminster - Marylebone Road",111.1728,39.26895,0.572125,2.6,0.27225,18.916495,20.6300004723822,NA,"MY1"
"8947",2017-01-07 18:00:00,"Westminster - Marylebone Road",151.4528,41.72335,0.572125,2.9,0.3465,21.011055,23.4368277511337,NA,"MY1"
"8948",2017-01-07 19:00:00,"Westminster - Marylebone Road",166.70885,44.17805,0.398,3.325,0.37125,29.1602025,31.6777121411611,NA,"MY1"
"8949",2017-01-07 20:00:00,"Westminster - Marylebone Road",161.47245,40.9285,0.14925,3.475,0.47025,29.3565675,32.2096215730609,NA,"MY1"
"8950",2017-01-07 21:00:00,"Westminster - Marylebone Road",172.524275,44.561075,0.373125,3.725,0.51975,31.81113,33.7353906322078,NA,"MY1"
"8951",2017-01-07 22:00:00,"Westminster - Marylebone Road",180.882375,45.248425,0.24875,3.9,0.51975,31.9747675,35.4291472148301,NA,"MY1"
